Geography,Major field of,Highest certifi,Total - Sex,  Male,  Female
British Columbia / Colombie-Britannique,  Physical and life sciences and technologies,"    College, CEGEP or other non-university certificate or diploma",7280,3600,3685
British Columbia / Colombie-Britannique,  Physical and life sciences and technologies,    University certificate or diploma below bachelor level,3700,1845,1855
British Columbia / Colombie-Britannique,  Physical and life sciences and technologies,"    University certificate, diploma or degree at bachelor level or above",74605,40170,34440
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences","Total - Highest certificate, diploma or degree",80065,51490,28575
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences","  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences",  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences","  Postsecondary certificate, diploma or degree",80065,51495,28575
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences",    Apprenticeship or trades certificate or diploma,2150,1225,925
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences","    College, CEGEP or other non-university certificate or diploma",26970,17250,9720
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences",    University certificate or diploma below bachelor level,5540,3595,1940
British Columbia / Colombie-Britannique,"  Mathematics, computer and information sciences","    University certificate, diploma or degree at bachelor level or above",45400,29420,15985
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies","Total - Highest certificate, diploma or degree",427675,388335,39335
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies","  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies","  Postsecondary certificate, diploma or degree",427670,388335,39340
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies",    Apprenticeship or trades certificate or diploma,200365,193930,6435
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies","    College, CEGEP or other non-university certificate or diploma",115515,104805,10710
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies",    University certificate or diploma below bachelor level,15200,13000,2200
British Columbia / Colombie-Britannique,"  Architecture, engineering, and related technologies","    University certificate, diploma or degree at bachelor level or above",96600,76600,19995
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation","Total - Highest certificate, diploma or degree",50210,31685,18525
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation","  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation",  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation","  Postsecondary certificate, diploma or degree",50210,31685,18525
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation",    Apprenticeship or trades certificate or diploma,8325,5770,2555
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation","    College, CEGEP or other non-university certificate or diploma",17845,11520,6325
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation",    University certificate or diploma below bachelor level,4020,2275,1745
British Columbia / Colombie-Britannique,"  Agriculture, natural resources and conservation","    University certificate, diploma or degree at bachelor level or above",20020,12115,7905
British Columbia / Colombie-Britannique,  Health and related fields,"Total - Highest certificate, diploma or degree",322715,65740,256975
British Columbia / Colombie-Britannique,  Health and related fields,"  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,  Health and related fields,  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,  Health and related fields,"  Postsecondary certificate, diploma or degree",322710,65735,256975
British Columbia / Colombie-Britannique,  Health and related fields,    Apprenticeship or trades certificate or diploma,22405,4120,18280
British Columbia / Colombie-Britannique,  Health and related fields,"    College, CEGEP or other non-university certificate or diploma",153585,18875,134710
British Columbia / Colombie-Britannique,  Health and related fields,    University certificate or diploma below bachelor level,24990,3535,21455
British Columbia / Colombie-Britannique,  Health and related fields,"    University certificate, diploma or degree at bachelor level or above",121735,39205,82535
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services","Total - Highest certificate, diploma or degree",122855,61605,61250
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services","  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services",  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services","  Postsecondary certificate, diploma or degree",122850,61605,61250
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services",    Apprenticeship or trades certificate or diploma,70970,33055,37915
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services","    College, CEGEP or other non-university certificate or diploma",46440,24595,21845
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services",    University certificate or diploma below bachelor level,2180,1645,530
British Columbia / Colombie-Britannique,"  Personal, protective and transportation services","    University certificate, diploma or degree at bachelor level or above",3265,2310,960
British Columbia / Colombie-Britannique,  Other fields of study,"Total - Highest certificate, diploma or degree",350,110,240
British Columbia / Colombie-Britannique,  Other fields of study,"  No certificate, diploma or degree",0,0,0
British Columbia / Colombie-Britannique,  Other fields of study,  Secondary (high) school diploma or equivalency certificate,0,0,0
British Columbia / Colombie-Britannique,  Other fields of study,"  Postsecondary certificate, diploma or degree",350,115,235
British Columbia / Colombie-Britannique,  Other fields of study,    Apprenticeship or trades certificate or diploma,45,20,30
British Columbia / Colombie-Britannique,  Other fields of study,"    College, CEGEP or other non-university certificate or diploma",20,0,15
British Columbia / Colombie-Britannique,  Other fields of study,    University certificate or diploma below bachelor level,10,10,10
British Columbia / Colombie-Britannique,  Other fields of study,"    University certificate, diploma or degree at bachelor level or above",270,80,195
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"Total - Highest certificate, diploma or degree",28880,14315,14570
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  No certificate, diploma or degree",4715,2635,2075
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,  Secondary (high) school diploma or equivalency certificate,6830,3325,3505
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  Postsecondary certificate, diploma or degree",17335,8350,8985
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    Apprenticeship or trades certificate or diploma,3145,2450,695
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    College, CEGEP or other non-university certificate or diploma",6120,2520,3595
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    University certificate or diploma below bachelor level,825,325,500
Yukon,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    University certificate, diploma or degree at bachelor level or above",7250,3060,4195
Yukon,  Education,"Total - Highest certificate, diploma or degree",1545,505,1040
Yukon,  Education,"  No certificate, diploma or degree",0,0,0
Yukon,  Education,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Education,"  Postsecondary certificate, diploma or degree",1545,510,1040
Yukon,  Education,    Apprenticeship or trades certificate or diploma,10,0,0
Yukon,  Education,"    College, CEGEP or other non-university certificate or diploma",140,25,115
Yukon,  Education,    University certificate or diploma below bachelor level,70,10,70
Yukon,  Education,"    University certificate, diploma or degree at bachelor level or above",1325,475,845
Yukon,"  Visual and performing arts, and communications technologies","Total - Highest certificate, diploma or degree",525,215,310
Yukon,"  Visual and performing arts, and communications technologies","  No certificate, diploma or degree",0,0,0
Yukon,"  Visual and performing arts, and communications technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Visual and performing arts, and communications technologies","  Postsecondary certificate, diploma or degree",525,215,310
Yukon,"  Visual and performing arts, and communications technologies",    Apprenticeship or trades certificate or diploma,40,35,10
Yukon,"  Visual and performing arts, and communications technologies","    College, CEGEP or other non-university certificate or diploma",205,85,125
Yukon,"  Visual and performing arts, and communications technologies",    University certificate or diploma below bachelor level,35,10,30
Yukon,"  Visual and performing arts, and communications technologies","    University certificate, diploma or degree at bachelor level or above",240,85,150
Yukon,  Humanities,"Total - Highest certificate, diploma or degree",840,375,470
Yukon,  Humanities,"  No certificate, diploma or degree",0,0,0
Yukon,  Humanities,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Humanities,"  Postsecondary certificate, diploma or degree",840,370,470
Yukon,  Humanities,    Apprenticeship or trades certificate or diploma,10,10,0
Yukon,  Humanities,"    College, CEGEP or other non-university certificate or diploma",220,100,115
Yukon,  Humanities,    University certificate or diploma below bachelor level,35,25,10
Yukon,  Humanities,"    University certificate, diploma or degree at bachelor level or above",575,240,340
Yukon,  Social and behavioural sciences and law,"Total - Highest certificate, diploma or degree",2090,700,1390
Yukon,  Social and behavioural sciences and law,"  No certificate, diploma or degree",0,0,0
Yukon,  Social and behavioural sciences and law,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Social and behavioural sciences and law,"  Postsecondary certificate, diploma or degree",2090,705,1390
Yukon,  Social and behavioural sciences and law,    Apprenticeship or trades certificate or diploma,40,0,40
Yukon,  Social and behavioural sciences and law,"    College, CEGEP or other non-university certificate or diploma",495,75,425
Yukon,  Social and behavioural sciences and law,    University certificate or diploma below bachelor level,90,35,55
Yukon,  Social and behavioural sciences and law,"    University certificate, diploma or degree at bachelor level or above",1470,595,875
Yukon,"  Business, management and public administration","Total - Highest certificate, diploma or degree",3315,960,2355
Yukon,"  Business, management and public administration","  No certificate, diploma or degree",0,0,0
Yukon,"  Business, management and public administration",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Business, management and public administration","  Postsecondary certificate, diploma or degree",3310,960,2350
Yukon,"  Business, management and public administration",    Apprenticeship or trades certificate or diploma,160,55,105
Yukon,"  Business, management and public administration","    College, CEGEP or other non-university certificate or diploma",1865,390,1480
Yukon,"  Business, management and public administration",    University certificate or diploma below bachelor level,220,50,170
Yukon,"  Business, management and public administration","    University certificate, diploma or degree at bachelor level or above",1065,465,595
Yukon,  Physical and life sciences and technologies,"Total - Highest certificate, diploma or degree",695,360,335
Yukon,  Physical and life sciences and technologies,"  No certificate, diploma or degree",0,0,0
Yukon,  Physical and life sciences and technologies,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Physical and life sciences and technologies,"  Postsecondary certificate, diploma or degree",690,360,335
Yukon,  Physical and life sciences and technologies,    Apprenticeship or trades certificate or diploma,10,0,10
Yukon,  Physical and life sciences and technologies,"    College, CEGEP or other non-university certificate or diploma",55,25,35
Yukon,  Physical and life sciences and technologies,    University certificate or diploma below bachelor level,30,10,20
Yukon,  Physical and life sciences and technologies,"    University certificate, diploma or degree at bachelor level or above",600,320,275
Yukon,"  Mathematics, computer and information sciences","Total - Highest certificate, diploma or degree",405,200,205
Yukon,"  Mathematics, computer and information sciences","  No certificate, diploma or degree",0,0,0
Yukon,"  Mathematics, computer and information sciences",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Mathematics, computer and information sciences","  Postsecondary certificate, diploma or degree",405,200,205
Yukon,"  Mathematics, computer and information sciences",    Apprenticeship or trades certificate or diploma,20,20,10
Yukon,"  Mathematics, computer and information sciences","    College, CEGEP or other non-university certificate or diploma",185,90,100
Yukon,"  Mathematics, computer and information sciences",    University certificate or diploma below bachelor level,10,0,0
Yukon,"  Mathematics, computer and information sciences","    University certificate, diploma or degree at bachelor level or above",185,85,100
Yukon,"  Architecture, engineering, and related technologies","Total - Highest certificate, diploma or degree",3570,3250,325
Yukon,"  Architecture, engineering, and related technologies","  No certificate, diploma or degree",0,0,0
Yukon,"  Architecture, engineering, and related technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Architecture, engineering, and related technologies","  Postsecondary certificate, diploma or degree",3575,3250,320
Yukon,"  Architecture, engineering, and related technologies",    Apprenticeship or trades certificate or diploma,1950,1860,90
Yukon,"  Architecture, engineering, and related technologies","    College, CEGEP or other non-university certificate or diploma",1070,980,95
Yukon,"  Architecture, engineering, and related technologies",    University certificate or diploma below bachelor level,105,90,20
Yukon,"  Architecture, engineering, and related technologies","    University certificate, diploma or degree at bachelor level or above",445,325,115
Yukon,"  Agriculture, natural resources and conservation","Total - Highest certificate, diploma or degree",820,460,355
Yukon,"  Agriculture, natural resources and conservation","  No certificate, diploma or degree",0,0,0
Yukon,"  Agriculture, natural resources and conservation",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Agriculture, natural resources and conservation","  Postsecondary certificate, diploma or degree",820,460,355
Yukon,"  Agriculture, natural resources and conservation",    Apprenticeship or trades certificate or diploma,40,25,10
Yukon,"  Agriculture, natural resources and conservation","    College, CEGEP or other non-university certificate or diploma",385,265,125
Yukon,"  Agriculture, natural resources and conservation",    University certificate or diploma below bachelor level,35,25,10
Yukon,"  Agriculture, natural resources and conservation","    University certificate, diploma or degree at bachelor level or above",355,145,210
Yukon,  Health and related fields,"Total - Highest certificate, diploma or degree",2205,515,1685
Yukon,  Health and related fields,"  No certificate, diploma or degree",0,0,0
Yukon,  Health and related fields,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Health and related fields,"  Postsecondary certificate, diploma or degree",2200,515,1685
Yukon,  Health and related fields,    Apprenticeship or trades certificate or diploma,165,30,140
Yukon,  Health and related fields,"    College, CEGEP or other non-university certificate or diploma",930,165,765
Yukon,  Health and related fields,    University certificate or diploma below bachelor level,155,40,110
Yukon,  Health and related fields,"    University certificate, diploma or degree at bachelor level or above",955,280,670
Yukon,"  Personal, protective and transportation services","Total - Highest certificate, diploma or degree",1330,800,525
Yukon,"  Personal, protective and transportation services","  No certificate, diploma or degree",0,0,0
Yukon,"  Personal, protective and transportation services",  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,"  Personal, protective and transportation services","  Postsecondary certificate, diploma or degree",1330,805,525
Yukon,"  Personal, protective and transportation services",    Apprenticeship or trades certificate or diploma,695,405,290
Yukon,"  Personal, protective and transportation services","    College, CEGEP or other non-university certificate or diploma",560,335,220
Yukon,"  Personal, protective and transportation services",    University certificate or diploma below bachelor level,25,30,0
Yukon,"  Personal, protective and transportation services","    University certificate, diploma or degree at bachelor level or above",45,35,15
Yukon,  Other fields of study,"Total - Highest certificate, diploma or degree",0,10,0
Yukon,  Other fields of study,"  No certificate, diploma or degree",0,0,0
Yukon,  Other fields of study,  Secondary (high) school diploma or equivalency certificate,0,0,0
Yukon,  Other fields of study,"  Postsecondary certificate, diploma or degree",0,0,0
Yukon,  Other fields of study,    Apprenticeship or trades certificate or diploma,0,0,0
Yukon,  Other fields of study,"    College, CEGEP or other non-university certificate or diploma",0,0,0
Yukon,  Other fields of study,    University certificate or diploma below bachelor level,0,0,0
Yukon,  Other fields of study,"    University certificate, diploma or degree at bachelor level or above",0,0,0
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"Total - Highest certificate, diploma or degree",32330,16475,15855
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  No certificate, diploma or degree",8860,4745,4115
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,  Secondary (high) school diploma or equivalency certificate,6915,3510,3410
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  Postsecondary certificate, diploma or degree",16550,8220,8335
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    Apprenticeship or trades certificate or diploma,3165,2475,690
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    College, CEGEP or other non-university certificate or diploma",6110,2730,3380
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    University certificate or diploma below bachelor level,800,320,480
Northwest Territories / Territoires du Nord-Ouest,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    University certificate, diploma or degree at bachelor level or above",6470,2690,3780
Northwest Territories / Territoires du Nord-Ouest,  Education,"Total - Highest certificate, diploma or degree",1530,400,1125
Northwest Territories / Territoires du Nord-Ouest,  Education,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Education,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Education,"  Postsecondary certificate, diploma or degree",1530,405,1125
Northwest Territories / Territoires du Nord-Ouest,  Education,    Apprenticeship or trades certificate or diploma,10,0,15
Northwest Territories / Territoires du Nord-Ouest,  Education,"    College, CEGEP or other non-university certificate or diploma",185,35,145
Northwest Territories / Territoires du Nord-Ouest,  Education,    University certificate or diploma below bachelor level,70,10,60
Northwest Territories / Territoires du Nord-Ouest,  Education,"    University certificate, diploma or degree at bachelor level or above",1265,360,900
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies","Total - Highest certificate, diploma or degree",405,220,185
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies","  Postsecondary certificate, diploma or degree",405,220,185
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies",    Apprenticeship or trades certificate or diploma,25,15,15
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies","    College, CEGEP or other non-university certificate or diploma",205,150,50
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies",    University certificate or diploma below bachelor level,40,20,20
Northwest Territories / Territoires du Nord-Ouest,"  Visual and performing arts, and communications technologies","    University certificate, diploma or degree at bachelor level or above",135,35,105
Northwest Territories / Territoires du Nord-Ouest,  Humanities,"Total - Highest certificate, diploma or degree",655,260,390
Northwest Territories / Territoires du Nord-Ouest,  Humanities,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Humanities,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Humanities,"  Postsecondary certificate, diploma or degree",655,265,390
Northwest Territories / Territoires du Nord-Ouest,  Humanities,    Apprenticeship or trades certificate or diploma,15,0,10
Northwest Territories / Territoires du Nord-Ouest,  Humanities,"    College, CEGEP or other non-university certificate or diploma",145,50,95
Northwest Territories / Territoires du Nord-Ouest,  Humanities,    University certificate or diploma below bachelor level,35,10,25
Northwest Territories / Territoires du Nord-Ouest,  Humanities,"    University certificate, diploma or degree at bachelor level or above",455,195,260
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,"Total - Highest certificate, diploma or degree",1615,590,1025
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,"  Postsecondary certificate, diploma or degree",1615,590,1025
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,    Apprenticeship or trades certificate or diploma,35,0,25
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,"    College, CEGEP or other non-university certificate or diploma",365,75,295
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,    University certificate or diploma below bachelor level,85,40,45
Northwest Territories / Territoires du Nord-Ouest,  Social and behavioural sciences and law,"    University certificate, diploma or degree at bachelor level or above",1130,470,660
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration","Total - Highest certificate, diploma or degree",3420,1005,2415
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration","  Postsecondary certificate, diploma or degree",3420,1010,2410
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration",    Apprenticeship or trades certificate or diploma,185,40,140
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration","    College, CEGEP or other non-university certificate or diploma",1900,350,1550
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration",    University certificate or diploma below bachelor level,225,65,160
Northwest Territories / Territoires du Nord-Ouest,"  Business, management and public administration","    University certificate, diploma or degree at bachelor level or above",1105,550,555
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,"Total - Highest certificate, diploma or degree",655,320,330
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,"  Postsecondary certificate, diploma or degree",650,325,335
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,    Apprenticeship or trades certificate or diploma,10,0,10
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,"    College, CEGEP or other non-university certificate or diploma",50,35,15
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,    University certificate or diploma below bachelor level,30,15,15
Northwest Territories / Territoires du Nord-Ouest,  Physical and life sciences and technologies,"    University certificate, diploma or degree at bachelor level or above",565,275,295
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences","Total - Highest certificate, diploma or degree",400,235,165
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences","  Postsecondary certificate, diploma or degree",400,230,165
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences",    Apprenticeship or trades certificate or diploma,30,20,10
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences","    College, CEGEP or other non-university certificate or diploma",220,145,75
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences",    University certificate or diploma below bachelor level,25,15,10
Northwest Territories / Territoires du Nord-Ouest,"  Mathematics, computer and information sciences","    University certificate, diploma or degree at bachelor level or above",130,55,70
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies","Total - Highest certificate, diploma or degree",3530,3165,370
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies","  Postsecondary certificate, diploma or degree",3530,3165,370
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies",    Apprenticeship or trades certificate or diploma,1820,1680,135
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies","    College, CEGEP or other non-university certificate or diploma",1175,1080,95
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies",    University certificate or diploma below bachelor level,70,65,10
Northwest Territories / Territoires du Nord-Ouest,"  Architecture, engineering, and related technologies","    University certificate, diploma or degree at bachelor level or above",470,335,130
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation","Total - Highest certificate, diploma or degree",625,370,255
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation","  Postsecondary certificate, diploma or degree",625,370,250
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation",    Apprenticeship or trades certificate or diploma,50,35,15
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation","    College, CEGEP or other non-university certificate or diploma",290,190,100
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation",    University certificate or diploma below bachelor level,20,15,10
Northwest Territories / Territoires du Nord-Ouest,"  Agriculture, natural resources and conservation","    University certificate, diploma or degree at bachelor level or above",260,130,130
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,"Total - Highest certificate, diploma or degree",2120,485,1635
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,"  Postsecondary certificate, diploma or degree",2120,485,1635
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,    Apprenticeship or trades certificate or diploma,140,35,105
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,"    College, CEGEP or other non-university certificate or diploma",940,185,755
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,    University certificate or diploma below bachelor level,160,30,130
Northwest Territories / Territoires du Nord-Ouest,  Health and related fields,"    University certificate, diploma or degree at bachelor level or above",890,235,655
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services","Total - Highest certificate, diploma or degree",1590,1155,435
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services","  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services",  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services","  Postsecondary certificate, diploma or degree",1590,1160,435
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services",    Apprenticeship or trades certificate or diploma,850,625,220
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services","    College, CEGEP or other non-university certificate or diploma",635,440,195
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services",    University certificate or diploma below bachelor level,45,40,10
Northwest Territories / Territoires du Nord-Ouest,"  Personal, protective and transportation services","    University certificate, diploma or degree at bachelor level or above",65,55,10
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,"Total - Highest certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,"  No certificate, diploma or degree",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,  Secondary (high) school diploma or equivalency certificate,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,"  Postsecondary certificate, diploma or degree",10,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,    Apprenticeship or trades certificate or diploma,0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,"    College, CEGEP or other non-university certificate or diploma",0,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,    University certificate or diploma below bachelor level,10,0,0
Northwest Territories / Territoires du Nord-Ouest,  Other fields of study,"    University certificate, diploma or degree at bachelor level or above",0,0,0
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"Total - Highest certificate, diploma or degree",23935,12175,11755
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  No certificate, diploma or degree",12140,6180,5960
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,  Secondary (high) school diploma or equivalency certificate,3615,1830,1785
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"  Postsecondary certificate, diploma or degree",8180,4170,4010
